title,date,category,link
Imperial Valley Doctor Sentenced for Years-Long Use of Unapproved Cosmetic Drugs,"October 20, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/imperial-valley-doctor-sentenced-for-years-long-use-of-unapproved-cosmetic-drugs/
10 Defendants Indicted For Operating $20 Million Black Market HIV Medication Fraud Scheme,"October 20, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/10-defendants-indicted-for-operating-20-million-black-market-hiv-medication-fraud-scheme/
"Former Nurse Practitioner Sentenced to Jail, Fined for Illegal Drug Conspiracy","October 20, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-nurse-practitioner-sentenced-to-jail-fined-for-illegal-drug-conspiracy/
"Arete Anesthesia Agreed to Pay $57,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual","October 20, 2023",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/arete-anesthesia-agreed-to-pay-57000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/
Attorney General Raoul Obtains Prison Sentences In Cook County Medicaid Fraud Case,"October 19, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-raoul-obtains-prison-sentences-in-cook-county-medicaid-fraud-case/
Silicon Valley Executive Sentenced for Defrauding Investors and Participating in COVID-19 and Allergy Testing Scheme,"October 18, 2023",COVID-19,https://oig.hhs.gov/fraud/enforcement/silicon-valley-executive-sentenced-for-defrauding-investors-and-participating-in-covid-19-and-allergy-testing-scheme/
"Jena Medical Group, LLC, Its Principals And Physician Agree To Pay Over $1.7 Million To Settle False Claims Act Liability For Improperly Performed Procedures","October 18, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/jena-medical-group-llc-its-principals-and-physician-agree-to-pay-over-17-million-to-settle-false-claims-act-liability-for-improperly-performed-procedures/
"Lebanon Nurse Arrested, Accused of Improperly Prescribing Medications","October 18, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/lebanon-nurse-arrested-accused-of-improperly-prescribing-medications/
"Heaven Sent Helpers, LLC Agreed to Pay $115,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","October 17, 2023",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/heaven-sent-helpers-llc-agreed-to-pay-115000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Middle District Of Florida Task Force Continues To Combat COVID19 Fraud,"October 17, 2023",COVID-19,https://oig.hhs.gov/fraud/enforcement/middle-district-of-florida-task-force-continues-to-combat-covid19-fraud/
"Exagen Inc. Agrees to Pay $653,143 to Resolve Allegations of Kickback Violations","October 17, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/exagen-inc-agrees-to-pay-653143-to-resolve-allegations-of-kickback-violations/
"Floyd County Company Agrees to Pay $200,000 to Resolve Allegations of Fraudulent Billing for Respiratory Devices","October 17, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/floyd-county-company-agrees-to-pay-200000-to-resolve-allegations-of-fraudulent-billing-for-respiratory-devices/
AG Campbell Announces More Than $2.5 Million In Fraud Settlements With Two Autism Services Providers,"October 17, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-campbell-announces-more-than-25-million-in-fraud-settlements-with-two-autism-services-providers/
United Medical Response and Derrick Isham Agreed to Be Excluded for 5 Years for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Covered by the SNF Consolidated Billing Payment,"October 16, 2023",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/united-medical-response-and-derrick-isham-agreed-to-be-excluded-for-5-years-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-covered-by-the-snf-consolidated-billing-payment/
"Valley of the Sun Home Healthcare, LLC Agreed to Pay $21,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","October 16, 2023",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/valley-of-the-sun-home-healthcare-llc-agreed-to-pay-21000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
"Riverside Medical Group and Riverside Shore Memorial Hospital Agreed to Pay $527,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Medically Unnecessary or Upcoded Services","October 16, 2023",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/riverside-medical-group-and-riverside-shore-memorial-hospital-agreed-to-pay-527000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-medically-unnecessary-or-upcoded-services/
"The Meadows of Fall River Agreed to Pay $80,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","October 16, 2023",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/the-meadows-of-fall-river-agreed-to-pay-80000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
"Holy Cross Hospital Agreed to Pay $85,000 for Allegedly Violating Patient Dumping Statute by Failing to Provide an Appropriate Medical Screening Examination","October 15, 2023",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/holy-cross-hospital-agreed-to-pay-85000-for-allegedly-violating-patient-dumping-statute-by-failing-to-provide-an-appropriate-medical-screening-examination/
Former Nursing Home Worker Charged with Wire Fraud in “Ghost” Employee Fraud Scheme,"October 13, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-nursing-home-worker-charged-with-wire-fraud-in-ghost-employee-fraud-scheme/
"Attorney General’s Medicaid Fraud Control Unit Leads Effort To Recoup $477,000 In Medicaid, Veterans Overpayments","October 13, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-generals-medicaid-fraud-control-unit-leads-effort-to-recoup-477000-in-medicaid-veterans-overpayments/
California Man Sentenced To Federal Prison For Role In Health Care Kickback Conspiracy,"October 12, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/california-man-sentenced-to-federal-prison-for-role-in-health-care-kickback-conspiracy-2/
Georgia Doctor Ordered To Pay $27 Million For Submitting False Claims To Medicare,"October 12, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/georgia-doctor-ordered-to-pay-27-million-for-submitting-false-claims-to-medicare/
"Donna M. Barker, NP Agreed to Pay $50,000 and Be Excluded for 18 Years for Allegedly Violating the Civil Monetary Penalties Law by Receiving Remuneration in Exchange for Ordering Durable Medical Equipment","October 11, 2023",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/donna-m-barker-np-agreed-to-pay-50000-and-be-excluded-for-18-years-for-allegedly-violating-the-civil-monetary-penalties-law-by-receiving-remuneration-in-exchange-for-ordering-durable-medical-equipment/
Compounding Pharmacy Owner Sentenced To 18 Months And Over $6 Million In Restitution,"October 11, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/compounding-pharmacy-owner-sentenced-to-18-months-and-over-6-million-in-restitution/
Twenty Defendants Arrested For $5 Million Medicaid Transportation Fraud Scheme,"October 11, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/twenty-defendants-arrested-for-5-million-medicaid-transportation-fraud-scheme/
"Essex County Financial Advisor Indicted in Alleged Theft of More Than $75,000 from 90-Year-Old Victim","October 11, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/essex-county-financial-advisor-indicted-in-alleged-theft-of-more-than-75000-from-90-year-old-victim/
New York Man Admits Role in $127 Million Health Care Fraud and Kickback Scheme,"October 10, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/new-york-man-admits-role-in-127-million-health-care-fraud-and-kickback-scheme/
Cardiac Imaging Company And Founder To Pay Historic $85M Settlement,"October 10, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/cardiac-imaging-company-and-founder-to-pay-historic-85m-settlement/
Man Convicted in $67M “Doctor Chase” Genetic Testing Fraud Scheme,"October 10, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/man-convicted-in-67m-doctor-chase-genetic-testing-fraud-scheme/
Mobile Cardiac PET Scan Provider and Founder to Pay $85 Million to Resolve Allegedly Unlawful Payments to Referring Doctors,"October 10, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/mobile-cardiac-pet-scan-provider-and-founder-to-pay-85-million-to-resolve-allegedly-unlawful-payments-to-referring-doctors/
Attorney General Alan Wilson Announces Laurens Man Charged With Exploiting Vulnerable Adult,"October 10, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-laurens-man-charged-with-exploiting-vulnerable-adult/
Telemedicine Nurse Practitioner Charged with $7.8 Million Durable Medical Equipment Fraud Scheme,"October 6, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/telemedicine-nurse-practitioner-charged-with-78-million-durable-medical-equipment-fraud-scheme/
"Metairie Doctor Charged in $5,6000,000 Medicare Fraud Scheme","October 6, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/metairie-doctor-charged-in-56000000-medicare-fraud-scheme/
Woman Pleads Guilty to $359M Fraud Involving Claims for Unnecessary Respiratory Tests Submitted with COVID-19 Tests,"October 5, 2023",COVID-19,https://oig.hhs.gov/fraud/enforcement/woman-pleads-guilty-to-359m-fraud-involving-claims-for-unnecessary-respiratory-tests-submitted-with-covid-19-tests/
Husband And Wife Sent To Prison For $8M Health Care Fraud,"October 5, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/husband-and-wife-sent-to-prison-for-8m-health-care-fraud/
Laredo Ophthalmologist Charged In Repetitive Harmful Eye Procedure Fraud Scheme,"October 5, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/laredo-ophthalmologist-charged-in-repetitive-harmful-eye-procedure-fraud-scheme/
Pharmacy Owner Pleads Guilty to $25M Health Care Fraud Scheme,"October 5, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmacy-owner-pleads-guilty-to-25m-health-care-fraud-scheme/
"Fairview Urgent Care Agreed to Pay $73,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims that Incorrectly Identified the Rendering Provider","October 5, 2023",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/fairview-urgent-care-agreed-to-pay-73000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-that-incorrectly-identified-the-rendering-provider/
"Brockton-Based Mental Health Provider Agrees To $700,000 Settlement To Resolve MassHealth Fraud Allegations","October 5, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/brockton-based-mental-health-provider-agrees-to-700000-settlement-to-resolve-masshealth-fraud-allegations/
"Chesterfield Woman Sentenced for Defrauding Medicaid of More than $200,000","October 4, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/chesterfield-woman-sentenced-for-defrauding-medicaid-of-more-than-200000/
Trinidad National Sentenced To Seven Years In Federal Prison For Stealing Identity And Applying For Passport In Name Of Disabled Veteran,"October 4, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/trinidad-national-sentenced-to-seven-years-in-federal-prison-for-stealing-identity-and-applying-for-passport-in-name-of-disabled-veteran/
Imperial County Dentist and Former Office Manager Plead Guilty in Multi-Million Dollar Medicare Fraud,"October 4, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/imperial-county-dentist-and-former-office-manager-plead-guilty-in-multi-million-dollar-medicare-fraud/
AG Platkin Sues Fresenius Vascular Care After Vulnerable Kidney Dialysis Patients Are Allegedly Subjected to Unnecessary Surgeries in Fraud Scheme,"October 4, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-platkin-sues-fresenius-vascular-care-after-vulnerable-kidney-dialysis-patients-are-allegedly-subjected-to-unnecessary-surgeries-in-fraud-scheme/
"Hoag Clinic Agreed to Pay $204,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services that Were Not Medically Necessary or Incorrectly Billed","October 3, 2023",COVID-19,https://oig.hhs.gov/fraud/enforcement/hoag-clinic-agreed-to-pay-204000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-that-were-not-medically-necessary-or-incorrectly-billed/
Owners of Mobile Phlebotomy Company Each Sentenced to 15 Months in Prison for Medicare Fraud,"October 3, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owners-of-mobile-phlebotomy-company-each-sentenced-to-15-months-in-prison-for-medicare-fraud/
Convicted Lab Owner Ordered To Forfeit Over $187 Million In Health Care Fraud Proceeds,"October 3, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/convicted-lab-owner-ordered-to-forfeit-over-187-million-in-health-care-fraud-proceeds/
Three Individuals Convicted In $93M Home Health Fraud And Money Laundering Scheme,"October 3, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/three-individuals-convicted-in-93m-home-health-fraud-and-money-laundering-scheme/
"Salemtowne Agreed to Pay $10,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual","October 3, 2023",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/salemtowne-agreed-to-pay-10000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/
Attorney General James Sues Fresenius Vascular Care For Subjecting Vulnerable Patients To Unnecessary Surgeries,"October 3, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-sues-fresenius-vascular-care-for-subjecting-vulnerable-patients-to-unnecessary-surgeries/
