title,date,category,link
New Haven Psychiatrist to Pay More Than $450K to Settle False Claims Act and Controlled Substances Act Allegations,"January 2, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/new-haven-psychiatrist-to-pay-more-than-450k-to-settle-false-claims-act-and-controlled-substances-act-allegations/
"LabCorp and University Health System Agree To Pay $388,667 To Resolve Alleged False Claims Act Violations","January 2, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/labcorp-and-university-health-system-agree-to-pay-388667-to-resolve-alleged-false-claims-act-violations/
"Virginia Beach doctor agrees to $625,000 False Claims Act settlement","January 2, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/virginia-beach-doctor-agrees-to-625000-false-claims-act-settlement/
"Attorney General Bonta Combats Medi-Cal Fraud, Securing a $10 Million Settlement Against Southern California Provider","January 2, 2025",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-bonta-combats-medi-cal-fraud-securing-a-10-million-settlement-against-southern-california-provider/
Attorney General Tong Announces New Haven Psychiatrist to Pay More Than 450K to Settle False Claims and Controlled Substances Act,"January 2, 2025",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-tong-announces-new-haven-psychiatrist-to-pay-more-than-450k-to-settle-false-claims-and-controlled-substances-act/
Falanda Shelton Agreed to Be Excluded for 7 Years for Allegedly Paying Improper Remuneration,"December 31, 2024",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/falanda-shelton-agreed-to-be-excluded-for-7-years-for-allegedly-paying-improper-remuneration/
Martinsville Doctor Convicted on 467 Federal Counts of Drug Distribution,"December 31, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/martinsville-doctor-convicted-on-467-federal-counts-of-drug-distribution/
"NormaTec Industries Agreed to Pay $198,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for DME Supported by Fabricated Medical Records","December 30, 2024",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/normatec-industries-agreed-to-pay-198000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-dme-supported-by-fabricated-medical-records/
"Sharp Healthcare Agreed to Pay $153,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","December 30, 2024",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/sharp-healthcare-agreed-to-pay-153000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
"Cardiology Clinic and Physician Pay $270,000 to Settle Allegations of Submitting False Claims to Medicare and TRICARE","December 30, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/cardiology-clinic-and-physician-pay-270000-to-settle-allegations-of-submitting-false-claims-to-medicare-and-tricare/
"Central Home Health Care Agreed to Pay $29,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual","December 30, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/central-home-health-care-agreed-to-pay-29000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/
"Golder Ranch Fire District Agreed to Pay $41,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual","December 30, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/golder-ranch-fire-district-agreed-to-pay-41000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/
"Southern California-Based Clinics, Laboratory and Their Owners to Pay $10M for False Claims Arising from Kickbacks and Self-Referrals","December 26, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/southern-california-based-clinics-laboratory-and-their-owners-to-pay-10m-for-false-claims-arising-from-kickbacks-and-self-referrals/
Inform Diagnostics Agrees to Pay $2.9 Million to Resolve Potential False Claims Act Liability for Self-Reported Violations,"December 23, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/inform-diagnostics-agrees-to-pay-29-million-to-resolve-potential-false-claims-act-liability-for-self-reported-violations/
"MMM Holdings, LLC Agrees to Pay 15.2 Million Dollars to Resolve Allegations that it Violated the False Claims Act and Anti-Kickback Statute","December 23, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/mmm-holdings-llc-agrees-to-pay-152-million-dollars-to-resolve-allegations-that-it-violated-the-false-claims-act-and-anti-kickback-statute/
Jamestown Pharmacist Arrested and Charged with Health Care Fraud and Aggravated Identity Theft in a Multi-Million Dollar Health Care Fraud Scheme,"December 23, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/jamestown-pharmacist-arrested-and-charged-with-health-care-fraud-and-aggravated-identity-theft-in-a-multi-million-dollar-health-care-fraud-scheme/
Food City Agrees to Pay over $8M to Settle False Claims Act Allegations Related to Opioid Dispensing,"December 23, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/food-city-agrees-to-pay-over-8m-to-settle-false-claims-act-allegations-related-to-opioid-dispensing/
"Santiam Memorial Hospital Agreed to Pay $460,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Transportation Services without the Required Beneficiary Signatures","December 23, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/santiam-memorial-hospital-agreed-to-pay-460000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-transportation-services-without-the-required-beneficiary-signatures/
Attorney General Brown Announces Sentencing of Caregiver for Assault of a Vulnerable Adult Captured on Security Camera Footage,"December 23, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-brown-announces-sentencing-of-caregiver-for-assault-of-a-vulnerable-adult-captured-on-security-camera-footage/
Rapid Health Agrees to Pay $8.2M for Allegedly Billing Medicare for Over-the-Counter COVID-19 Tests That Were Not Provided to Beneficiaries,"December 20, 2024",COVID-19,https://oig.hhs.gov/fraud/enforcement/rapid-health-agrees-to-pay-82m-for-allegedly-billing-medicare-for-over-the-counter-covid-19-tests-that-were-not-provided-to-beneficiaries/
Physician Resolves Allegations Of Improper Prescribing Practices Involving Controlled Substances,"December 20, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/physician-resolves-allegations-of-improper-prescribing-practices-involving-controlled-substances/
Medicare Advantage Provider Independent Health to Pay Up To $98M to Settle False Claims Act Suit,"December 20, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/medicare-advantage-provider-independent-health-to-pay-up-to-98m-to-settle-false-claims-act-suit/
Sixteen Cardiology Practices to Pay a Total of $17.7M to Resolve False Claims Act Allegations Concerning Inflated Medicare Reimbursements,"December 20, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/sixteen-cardiology-practices-to-pay-a-total-of-177m-to-resolve-false-claims-act-allegations-concerning-inflated-medicare-reimbursements/
Attorney General Ellison praises indictment of Evergreen Recovery leaders for Medicaid fraud,"December 20, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-ellison-praises-indictment-of-evergreen-recovery-leaders-for-medicaid-fraud/
CASE UPDATE: Philadelphia Man’s Caregivers — His Mother and Sister — Jailed for Neglect That Caused Critical Care Hospitalization,"December 20, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/case-update-philadelphia-mans-caregivers-his-mother-and-sister-jailed-for-neglect-that-caused-critical-care-hospitalization/
Former Doctor And Her Wife Sentenced For Fraud And Other Crimes,"December 19, 2024",COVID-19,https://oig.hhs.gov/fraud/enforcement/former-doctor-and-her-wife-sentenced-for-fraud-and-other-crimes/
Three Indicted In Medicaid Fraud Conspiracy Scheme,"December 19, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/three-indicted-in-medicaid-fraud-conspiracy-scheme/
"Norton Clark Hospital Agreed to Pay $768,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration to Physicians in the Form of Office Expenses","December 19, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/norton-clark-hospital-agreed-to-pay-768000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-to-physicians-in-the-form-of-office-expenses/
AG Campbell Announces $2 Million Settlement With SaVida Health To Resolve Allegations Of False Billing To MassHealth,"December 19, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-campbell-announces-2-million-settlement-with-savida-health-to-resolve-allegations-of-false-billing-to-masshealth/
Nine Charged In $20 Million Medicaid/Medicare Fraud Scheme Perpetrated At South Philadelphia Pharmacy,"December 19, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/nine-charged-in-20-million-medicaidmedicare-fraud-scheme-perpetrated-at-south-philadelphia-pharmacy/
Attorney General Alan Wilson Announces Upstate Man Charged With Stealing From Nursing Home Resident,"December 19, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-upstate-man-charged-with-stealing-from-nursing-home-resident/
Justice Department Files Nationwide Lawsuit Alleging CVS Knowingly Dispensed Controlled Substances In Violation Of The Controlled Substances Act And The False Claims Act,"December 18, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/justice-department-files-nationwide-lawsuit-alleging-cvs-knowingly-dispensed-controlled-substances-in-violation-of-the-controlled-substances-act-and-the-false-claims-act/
"Brookside Medical Home Visits Agreed to Pay $167,000 for Allegedly Violating the Civil Monetary Penalties Law by Receiving Remuneration in the Form of Rebates","December 18, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/brookside-medical-home-visits-agreed-to-pay-167000-for-allegedly-violating-the-civil-monetary-penalties-law-by-receiving-remuneration-in-the-form-of-rebates/
"The Endoscopy Center Agreed to Pay $1.3 Million for Allegedly Violating the Civil Monetary Penalties Law by Receiving Remuneration in the Form of Supplies, Equipment, and Insurance Reimbursement","December 18, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/the-endoscopy-center-agreed-to-pay-13-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-receiving-remuneration-in-the-form-of-supplies-equipment-and-insurance-reimbursement/
Attorney General Miyares Announces Charges In Elder Abuse Investigation,"December 18, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-miyares-announces-charges-in-elder-abuse-investigation/
"Conservatory of Hope, Amber Galbraith, and Heath Lewis Agreed to Be Excluded for 35 Years for Allegedly Submitting False Claims","December 17, 2024",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/conservatory-of-hope-amber-galbraith-and-heath-lewis-agreed-to-be-excluded-for-35-years-for-allegedly-submitting-false-claims/
"Hakop Oganyan, MD and Holy Medical Center Agreed to Pay $627,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Bundled Services that Included Drugs that Were Not Purchased","December 17, 2024",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/hakop-oganyan-md-and-holy-medical-center-agreed-to-pay-627000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-bundled-services-that-included-drugs-that-were-not-purchased/
"Redlands Christian Migrant Association Agreed to Pay $585,000 for Allegedly Violating the Civil Monetary Penalties Law by Backdating Invoices and Improperly Charging Expenses to HHS Grants","December 17, 2024",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/redlands-christian-migrant-association-agreed-to-pay-585000-for-allegedly-violating-the-civil-monetary-penalties-law-by-backdating-invoices-and-improperly-charging-expenses-to-hhs-grants/
Lexington Doctor Sentenced For Engaging In International Money Laundering Scheme And Importing Illegal And Misbranded Drugs,"December 17, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/lexington-doctor-sentenced-for-engaging-in-international-money-laundering-scheme-and-importing-illegal-and-misbranded-drugs/
"Piedmont Eastside Hospital Agreed to Pay $21,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual","December 17, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/piedmont-eastside-hospital-agreed-to-pay-21000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/
"Tampa General Hospital Agreed to Pay $442,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed and Unqualified Individual","December 17, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/tampa-general-hospital-agreed-to-pay-442000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-and-unqualified-individual/
Doctor Pleads Guilty in $5.5M COVID-19 Fraud Scheme,"December 16, 2024",COVID-19,https://oig.hhs.gov/fraud/enforcement/doctor-pleads-guilty-in-55m-covid-19-fraud-scheme/
Santa Paula Doctor Sentenced To 2 Years In Federal Prison For Role In Hospice Fraud That Bilked Medicare Out Of $3.2 Million,"December 16, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/santa-paula-doctor-sentenced-to-2-years-in-federal-prison-for-role-in-hospice-fraud-that-bilked-medicare-out-of-32-million/
Attorney General Bonta Secures Sentencing In Riverside Elder Abuse Case,"December 16, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-bonta-secures-sentencing-in-riverside-elder-abuse-case/
